g_number,g_price,g_details,g_picture,g_color,g_size,g_brand
100044025895,3599.00,商品名称：AppleiPad（第十代） &商品编号：100044025895&商品毛重：0.9kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&类型：学习平板&系统：iPadOS&处理器：A14&支持IPv6：不支持IPv6&运行内存：其他&厚度：7.0mm以下&分辨率：2360*1640&内存容量：64GB&特性：指纹识别&颜色：蓝色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/168402/6/30833/24950/634ee32dEf4e97c55/a4c1ecc8e1989c22.jpg,蓝色,iPad10代 64G WLAN版,Apple
100044025811,6799.00,商品名称：Apple11英寸 ipad Pro（第四代）&商品编号：100044025811&商品毛重：0.87kg&商品产地：中国大陆&屏幕尺寸：11英寸&分辨率：2388*1668&支持IPv6：不支持IPv6&系统：iPadOS&厚度：7.0mm以下&类型：其他&运行内存：其他&处理器：Apple M2芯片&是否支持专用键盘：支持专用键盘&内存容量：128GB&CPU核心数：八核&颜色：灰色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/177739/7/29917/62228/634ee1c0Edf2cbba5/90cae02302ce2e7c.jpg,11英寸 灰色,WLAN版 128G,Apple
100042807754,1499.00,商品名称：华为HUAWEI MatePad SE&商品编号：100042807754&商品毛重：0.7kg&商品产地：中国大陆&内存容量：128GB&分辨率：2000*1200&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：HarmonyOS&厚度：7.1-9mm&运行内存：6GB&屏幕尺寸：10.4英寸&热门机型：华为 MatePad&类型：学习平板&颜色：蓝色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/133033/36/30292/33612/63ee0d4cFe4d0c33f/7f908cd09d4631e4.jpg,【MatePad SE WiFi版】海岛蓝,6+128GB,华为（HUAWEI）
100026667972,3799.00,商品名称：AppleiPad（第九代） &商品编号：100026667972&商品毛重：0.9kg&商品产地：中国大陆&屏幕尺寸：10.2英寸&是否支持专用键盘：支持专用键盘&类型：其他&系统：iPadOS&厚度：7.1-9mm&分辨率：2160*1620&运行内存：其他&内存容量：256GB&处理器：A13&支持IPv6：不支持IPv6&特性：指纹识别&颜色：银色&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/220882/5/22971/24766/645c8946Fac21f26e/e19fec415838cd4f.jpg,银色,iPad9代 256G WLAN版,Apple
100056664655,2499.00,商品名称：vivoPA2373&商品编号：100056664655&商品毛重：1.067kg&商品产地：中国大陆&内存容量：128GB&是否支持专用键盘：支持专用键盘&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：Android&CPU核心数：八核&类型：办公平板&热门机型：vivo pad2&厚度：7.0mm以下&屏幕尺寸：12.1英寸&运行内存：8GB&分辨率：2800*2000&颜色：蓝色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/173234/3/37650/55864/645dec18Febefc902/a741319bfecdffd8.jpg,晴海蓝,8GB+128GB,vivo
100056375423,2499.00,商品名称：小米23046RP50C&商品编号：100056375423&商品毛重：1.07kg&商品产地：中国大陆&屏幕尺寸：11英寸&是否支持专用键盘：支持专用键盘&类型：办公平板&护眼模式：莱茵认证&系统：Android&支持IPv6：支持IPv6&CPU核心数：八核&内存容量：128GB&热门机型：小米平板&厚度：7.0mm以下&运行内存：8GB&分辨率：2880*1800&特性：分屏应用，窄边框，高保真音质，AI智能语音&颜色：黑色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/200617/31/33631/98760/6454ef47F599f03bd/21974a67700a4735.jpg,新【平板6Pro 骁龙8+】黑色,8+128GB/144Hz/2.8K,小米（MI）
100049840937,5099.00,商品名称：小度XD-SDD15-2201&商品编号：100049840937&商品毛重：3.62kg&商品产地：中国大陆&屏幕尺寸：15.6英寸&学生模式：含学生模式&类型：学习机&支持IPv6：支持IPv6&内存容量：256GB&运行内存：6GB&接口：USB&家长管控：可管控&内核：八核&电池容量：电源供电&附加功能：支持屏幕手写，AI人脸识别，拍照学习&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/217516/2/26492/137048/645c5bafF7cd8ab77/db4afbddf5b96ecb.jpg,【15.6英寸大屏6+256G】P20Plus,,小度
100056375403,2499.00,商品名称：小米23046RP50C&商品编号：100056375403&商品毛重：1.07kg&商品产地：中国大陆&屏幕尺寸：11英寸&是否支持专用键盘：支持专用键盘&类型：办公平板&护眼模式：莱茵认证&系统：Android&支持IPv6：支持IPv6&厚度：7.0mm以下&CPU核心数：八核&运行内存：8GB&热门机型：小米平板&分辨率：2880*1800&内存容量：128GB&特性：分屏应用，窄边框，高保真音质，AI智能语音&颜色：蓝色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/93076/19/38071/101453/6454ef70F58b09006/dc59f7bc3d5d103d.jpg,新【平板6Pro 骁龙8+】远山蓝,8+128GB/144Hz/2.8K,小米（MI）
100027743410,2439.00,商品名称：AppleiPad（第九代） &商品编号：100027743410&商品毛重：0.884kg&商品产地：中国大陆&屏幕尺寸：10.2英寸&分辨率：2160*1620&类型：办公平板&系统：iPadOS&厚度：7.1-9mm&支持IPv6：不支持IPv6&运行内存：其他&内存容量：64GB&处理器：A13&是否支持专用键盘：支持专用键盘&特性：指纹识别&颜色：银色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/165175/13/24406/26908/645c89e8F6b603595/28f03d40f448a8d2.jpg,银色,iPad9代 64G WLAN版,Apple
100034709996,5999.00,商品名称：AppleiPad Air（第五代）&商品编号：100034709996&商品毛重：0.9kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&类型：娱乐平板&系统：iPadOS&运行内存：其他&厚度：7.0mm以下&内存容量：256GB&热门机型：iPad Air&分辨率：2360*1640&CPU核心数：八核&支持IPv6：不支持IPv6&处理器：Apple M1芯片&颜色：紫色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/3288/20/21422/34754/645b5777Fd80d1f48/dbe3d6b040ab7a33.jpg,紫色,WLAN版 256G,Apple
100044025883,3599.00,商品名称：AppleiPad（第十代） &商品编号：100044025883&商品毛重：0.9kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&类型：学习平板&系统：iPadOS&处理器：A14&支持IPv6：不支持IPv6&运行内存：其他&厚度：7.0mm以下&分辨率：2360*1640&内存容量：64GB&特性：指纹识别&颜色：粉色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/142708/9/28628/24935/634ee3dbE881c1dbb/2ea8b50dc2323b48.jpg,粉色,iPad10代 64G WLAN版,Apple
100044025833,3599.00,商品名称：AppleiPad（第十代） &商品编号：100044025833&商品毛重：0.88kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&分辨率：2360*1640&支持IPv6：不支持IPv6&系统：iPadOS&处理器：A14&内存容量：64GB&运行内存：其他&是否支持专用键盘：支持专用键盘&类型：学习平板&厚度：7.1-9mm&特性：指纹识别&颜色：银色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/33912/30/17174/20445/634ede50E3a7a6580/dbc0613534a10bba.jpg,银色,iPad10代 64G WLAN版,Apple
100042807794,1299.00,商品名称：华为HUAWEI MatePad SE&商品编号：100042807794&商品毛重：0.7kg&商品产地：中国大陆&内存容量：128GB&分辨率：2000*1200&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：HarmonyOS&厚度：7.1-9mm&运行内存：4GB&屏幕尺寸：10.4英寸&热门机型：华为 MatePad&类型：学习平板&颜色：蓝色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/90206/5/34965/33612/63ee0cc3F62f8b9e4/87aba75f7f2c7cd7.jpg,【MatePad SE WiFi版】海岛蓝,4+128GB,华为（HUAWEI）
100044025861,7599.00,商品名称：Apple11英寸 ipad Pro（第四代）&商品编号：100044025861&商品毛重：0.92kg&商品产地：中国大陆&屏幕尺寸：11英寸&是否支持专用键盘：支持专用键盘&类型：其他&系统：iPadOS&厚度：7.0mm以下&分辨率：2388*1668&运行内存：其他&处理器：Apple M2芯片&CPU核心数：八核&支持IPv6：不支持IPv6&内存容量：256GB&颜色：灰色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/193043/11/29788/62228/634ee3ebE0ae208fd/e2519f90cc5320b5.jpg,11英寸 灰色,WLAN版 256G,Apple
100015068401,3639.00,商品名称：AppleiPad（第九代） &商品编号：100015068401&商品毛重：0.876kg&商品产地：中国大陆&屏幕尺寸：10.2英寸&是否支持专用键盘：支持专用键盘&类型：办公平板&系统：iPadOS&厚度：7.1-9mm&支持IPv6：不支持IPv6&运行内存：其他&分辨率：2160*1620&内存容量：256GB&处理器：A13&特性：指纹识别&颜色：灰色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/129656/33/32696/27364/645c89d8Fc658f778/5dfd8ffd17be09ea.jpg,深空灰色,iPad9代 256G WLAN版,Apple
100027743438,3639.00,商品名称：AppleiPad（第九代） &商品编号：100027743438&商品毛重：0.885kg&商品产地：中国大陆&屏幕尺寸：10.2英寸&是否支持专用键盘：支持专用键盘&类型：办公平板&系统：iPadOS&厚度：7.1-9mm&支持IPv6：不支持IPv6&运行内存：其他&分辨率：2160*1620&内存容量：256GB&处理器：A13&特性：指纹识别&颜色：银色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/127255/26/35325/26953/645c89cdFcd182891/23e1610c4108c515.jpg,银色,iPad9代 256G WLAN版,Apple
100043442011,1299.00,商品名称：小米Redmi平板&商品编号：100043442011&商品毛重：0.79kg&商品产地：中国大陆&屏幕尺寸：10.6英寸&可扩展容量：最大支持1TB&分辨率：2000*1200&类型：娱乐平板&护眼模式：莱茵认证&系统：Android&厚度：7.1-9mm&内存容量：128GB&热门机型：小米平板&CPU核心数：八核&支持IPv6：支持IPv6&运行内存：6GB&特性：机身防水，分屏应用，高保真音质，AI智能语音&颜色：其他&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/150159/15/32388/63206/6458bbc7F8bb6c886/07a5aa6940fd7483.jpg,Redmi平板 烟青绿,6+128GB/2K/90Hz,小米（MI）
100042807792,1499.00,商品名称：华为HUAWEI MatePad SE&商品编号：100042807792&商品毛重：0.71kg&商品产地：中国大陆&内存容量：128GB&分辨率：2000*1200&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：HarmonyOS&厚度：7.1-9mm&运行内存：6GB&屏幕尺寸：10.4英寸&热门机型：华为 MatePad&类型：学习平板&颜色：黑色&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/184398/28/31898/33240/63ee0d09F35cf0631/42b67c3e90283afb.jpg,【MatePad SE WiFi版】曜石黑,6+128GB,华为（HUAWEI）
100048837236,3099.00,商品名称：小米23046RP50C&商品编号：100048837236&商品毛重：1.07kg&商品产地：中国大陆&屏幕尺寸：11英寸&分辨率：2880*1800&类型：办公平板&护眼模式：莱茵认证&系统：Android&支持IPv6：支持IPv6&CPU核心数：八核&内存容量：256GB&热门机型：小米平板&厚度：7.0mm以下&是否支持专用键盘：支持专用键盘&运行内存：12GB&特性：分屏应用，窄边框，高保真音质，AI智能语音&颜色：黑色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/207431/28/21489/99012/6454eff1F493baf0b/27e4cd039ab35a40.jpg,新【平板6Pro 骁龙8+】黑色,12+256GB/144Hz/2.8K,小米（MI）
100042807778,1299.00,商品名称：华为HUAWEI MatePad SE&商品编号：100042807778&商品毛重：0.667kg&商品产地：中国大陆&内存容量：128GB&分辨率：2000*1200&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：HarmonyOS&厚度：7.1-9mm&运行内存：4GB&屏幕尺寸：10.4英寸&热门机型：华为 MatePad&类型：学习平板&颜色：黑色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/118704/26/32126/33240/63ee09f5Fef6b3672/24197cf8cf0a64b8.jpg,【MatePad SE WiFi版】曜石黑,4+128GB,华为（HUAWEI）
100049840937,5099.00,商品名称：小度XD-SDD15-2201&商品编号：100049840937&商品毛重：3.62kg&商品产地：中国大陆&屏幕尺寸：15.6英寸&学生模式：含学生模式&类型：学习机&支持IPv6：支持IPv6&内存容量：256GB&运行内存：6GB&接口：USB&家长管控：可管控&内核：八核&电池容量：电源供电&附加功能：支持屏幕手写，AI人脸识别，拍照学习&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/217516/2/26492/137048/645c5bafF7cd8ab77/db4afbddf5b96ecb.jpg,【15.6英寸大屏6+256G】P20Plus,,小度
100044025843,4799.00,商品名称：AppleiPad（第十代） &商品编号：100044025843&商品毛重：0.88kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&分辨率：2360*1640&类型：学习平板&系统：iPadOS&处理器：A14&支持IPv6：不支持IPv6&运行内存：其他&内存容量：256GB&厚度：7.0mm以下&是否支持专用键盘：支持专用键盘&特性：指纹识别&颜色：蓝色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/7938/3/20952/24950/634ee59eE08bf37a6/d1b88de318a1ca99.jpg,蓝色,iPad10代 256G WLAN版,Apple
100039097294,1099.00,商品名称：联想小新PAD&商品编号：100039097294&商品毛重：0.759kg&商品产地：中国大陆&可扩展容量：最大支持1TB&分辨率：2000*1200&类型：娱乐平板&优选服务：两年质保&厚度：7.1-9mm&特性：分屏应用&屏幕尺寸：10.6英寸&学生模式：含学生模式&支持IPv6：支持IPv6&护眼模式：莱茵认证&CPU核心数：八核&运行内存：6GB&系统：Android&家长管控：可管控&内存容量：128GB&是否支持专用键盘：不支持专用键盘&颜色：灰色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/96456/40/37638/87491/645cc1ddFe8114e4a/242a2d2646308d76.jpg,【pad 深空灰】,6+128GB,联想（Lenovo）
100044025889,4799.00,商品名称：AppleiPad（第十代） &商品编号：100044025889&商品毛重：0.87kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&分辨率：2360*1640&类型：学习平板&系统：iPadOS&处理器：A14&支持IPv6：不支持IPv6&运行内存：其他&内存容量：256GB&厚度：7.0mm以下&是否支持专用键盘：支持专用键盘&特性：指纹识别&颜色：粉色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/103813/4/27165/24935/634ee627E62cd8fc5/c85254cc62d7c8bd.jpg,粉色,iPad10代 256G WLAN版,Apple
100056375405,2799.00,商品名称：小米23046RP50C&商品编号：100056375405&商品毛重：1.08kg&商品产地：中国大陆&屏幕尺寸：11英寸&是否支持专用键盘：支持专用键盘&类型：办公平板&护眼模式：莱茵认证&系统：Android&支持IPv6：支持IPv6&CPU核心数：八核&内存容量：256GB&热门机型：小米平板&厚度：7.0mm以下&运行内存：8GB&分辨率：2880*1800&特性：分屏应用，窄边框，高保真音质，AI智能语音&颜色：蓝色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/118904/37/35217/101412/6454efacFd8bc7c9b/1d40e3e79b64b5e4.jpg,新【平板6Pro 骁龙8+】远山蓝,8+256GB/144Hz/2.8K,小米（MI）
100028614695,1199.00,商品名称：荣耀HEY-W09&商品编号：100028614695&商品毛重：0.86kg&商品产地：中国大陆&内存容量：128GB&分辨率：2000*1200&学生模式：含学生模式&类型：娱乐平板&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：Android&处理器：高通680&厚度：7.0mm以下&是否支持专用键盘：支持专用键盘&运行内存：4GB&CPU核心数：八核&家长管控：可管控&屏幕尺寸：12英寸&特性：分屏应用&颜色：绿色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/217477/5/29468/67154/6459fd36F67e85eaa/8ad44a395fd4eb09.jpg,【荣耀平板8】薄荷绿,4+128GB,荣耀（HONOR）
100044025905,4799.00,商品名称：AppleiPad（第十代） &商品编号：100044025905&商品毛重：0.894kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&分辨率：2360*1640&支持IPv6：不支持IPv6&系统：iPadOS&处理器：A14&类型：学习平板&运行内存：其他&内存容量：256GB&厚度：7.0mm以下&是否支持专用键盘：支持专用键盘&特性：指纹识别&颜色：银色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/179073/30/29663/20445/634ee4f3E7055f803/a005935defbb944c.jpg,银色,iPad10代 256G WLAN版,Apple
100043442013,1299.00,商品名称：小米Redmi平板&商品编号：100043442013&商品毛重：0.79kg&商品产地：中国大陆&屏幕尺寸：10.6英寸&可扩展容量：最大支持1TB&分辨率：2000*1200&类型：娱乐平板&护眼模式：莱茵认证&系统：Android&厚度：7.1-9mm&CPU核心数：八核&热门机型：小米平板&运行内存：6GB&支持IPv6：支持IPv6&内存容量：128GB&特性：机身防水，分屏应用，高保真音质，AI智能语音&颜色：灰色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/219736/33/29207/63708/6458d5eeFa7b7016b/169b7d3895251495.jpg,Redmi平板 深灰色,6+128GB/2K/90Hz,小米（MI）
100047008828,2999.00,商品名称：华为HUAWEI MatePad 11英寸2023款&商品编号：100047008828&商品毛重：0.91kg&商品产地：中国大陆&屏幕尺寸：11英寸&分辨率：2560*1600&类型：学习平板&系统：HarmonyOS&CPU核心数：八核&热门机型：华为 MatePad&内存容量：256GB&厚度：7.1-9mm&运行内存：8GB&支持IPv6：支持IPv6&颜色：黑色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/217414/30/24704/27720/64256f09F588795fd/2fc88f20bd61db5f.jpg,【MatePad11柔光版】曜石黑,8+256GB,华为（HUAWEI）
100056664651,2499.00,商品名称：vivoPA2373&商品编号：100056664651&商品毛重：1.067kg&商品产地：中国大陆&内存容量：128GB&是否支持专用键盘：支持专用键盘&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：Android&CPU核心数：八核&运行内存：8GB&类型：办公平板&厚度：7.0mm以下&屏幕尺寸：12.1英寸&分辨率：2800*2000&颜色：紫色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/173827/10/36594/54960/645dec80F6a5b3dcd/a47e99167e135a85.jpg,星云紫,8GB+128GB,vivo
100056375401,2799.00,商品名称：小米23046RP50C&商品编号：100056375401&商品毛重：1.07kg&商品产地：中国大陆&屏幕尺寸：11英寸&是否支持专用键盘：支持专用键盘&类型：办公平板&护眼模式：莱茵认证&系统：Android&支持IPv6：支持IPv6&CPU核心数：八核&内存容量：256GB&热门机型：小米平板&厚度：7.0mm以下&运行内存：8GB&分辨率：2880*1800&特性：分屏应用，窄边框，高保真音质，AI智能语音&颜色：黑色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/212055/33/29638/98719/6454ef95F47371688/bf4503cee9180c47.jpg,新【平板6Pro 骁龙8+】黑色,8+256GB/144Hz/2.8K,小米（MI）
100043442019,1099.00,商品名称：小米Redmi平板&商品编号：100043442019&商品毛重：0.79kg&商品产地：中国大陆&屏幕尺寸：10.6英寸&可扩展容量：最大支持1TB&分辨率：2000*1200&类型：娱乐平板&护眼模式：莱茵认证&系统：Android&厚度：7.1-9mm&CPU核心数：八核&运行内存：4GB&热门机型：小米平板&支持IPv6：支持IPv6&内存容量：128GB&特性：机身防水，分屏应用，高保真音质，AI智能语音&颜色：灰色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/174421/27/32359/63745/6458bb4bF6e8180ce/8401eaf8b18c1c35.jpg,Redmi平板 深灰色,4+128GB/2K/90Hz,小米（MI）
100045109165,3399.00,商品名称：AppleiPad（第十代） &商品编号：100045109165&商品毛重：0.9kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&类型：学习平板&系统：iPadOS&处理器：A14&内存容量：64GB&运行内存：其他&厚度：7.0mm以下&分辨率：2360*1640&支持IPv6：不支持IPv6&特性：指纹识别&颜色：银色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/177258/14/30020/20445/63526e16E2478d4af/b418f484e4aff57b.jpg,银色,iPad10代 64G WLAN版,Apple
100055158137,2499.00,商品名称：华为HUAWEI MatePad 11英寸2023款&商品编号：100055158137&商品毛重：0.9kg&商品产地：中国大陆&内存容量：128GB&分辨率：2560*1600&支持IPv6：支持IPv6&系统：HarmonyOS&CPU核心数：八核&运行内存：8GB&屏幕尺寸：11英寸&厚度：7.1-9mm&类型：学习平板&热门机型：华为 MatePad&颜色：紫色&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/178142/22/33808/25619/64256ddeFffb9a27c/e8329fb598d24e82.jpg,【MatePad11新品】流光紫,8+128GB,华为（HUAWEI）
100051302579,2299.00,商品名称：荣耀荣耀平板V8 Pro&商品编号：100051302579&商品毛重：0.99kg&商品产地：中国大陆&内存容量：128GB&学生模式：含学生模式&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：MagicOS&分辨率：2560*1600&CPU核心数：八核&类型：办公平板&运行内存：8GB&厚度：7.0mm以下&家长管控：可管控&是否支持专用键盘：支持专用键盘&屏幕尺寸：12.1英寸&颜色：灰色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/124590/13/33083/71886/6459fc20F27483cf3/4ebecc13a62efc8d.jpg,【V8 pro】星空灰,8+128GB,荣耀（HONOR）
100047008816,2699.00,商品名称：华为HUAWEI MatePad 11英寸2023款&商品编号：100047008816&商品毛重：0.9kg&商品产地：中国大陆&内存容量：128GB&分辨率：2560*1600&支持IPv6：支持IPv6&系统：HarmonyOS&CPU核心数：八核&运行内存：8GB&屏幕尺寸：11英寸&厚度：7.1-9mm&类型：学习平板&热门机型：华为 MatePad&颜色：白色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/38535/7/20195/27575/64256eebF82352546/1bfe56fea76dfd6d.jpg,【MatePad11柔光版】晶钻白,8+128GB,华为（HUAWEI）
