g_number,g_price,g_details,g_picture,g_color,g_size,g_brand
100016960357,4099.00,商品名称：华为MateBook D&商品编号：100016960357&商品毛重：2.12kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：轻薄笔记本&系统：Windows 11&厚度：15.1-18.0mm&显卡芯片供应商：Intel&内存容量：16GB&系列：华为-Matebook&支持IPv6：支持IPv6&颜色：银色&屏幕尺寸：14.0-14.9英寸&处理器：intel i5&屏幕刷新率：60Hz&屏幕比例：16:9&特性：指纹识别，大内存（16GB及以上），Wi-Fi 6&显卡型号：集成显卡&优选服务：两年质保&固态硬盘（SSD）：512GB&机械硬盘：无机械硬盘&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/60684/38/25415/30792/642fee44Fe2664279/00ccbc3249899e38.jpg,MateBook D 14,i5 16G 512G 皓月银,华为（HUAWEI）
23388780571,1650.00,商品名称：亚当贝尔 电竞独显 办公游戏迷你家用组装吃鸡台式机电脑主机整机 主机+24英寸电竞显示器整套全套 配置四（E5十核/16G/512G/8G旗舰独显）&商品编号：23388780571&店铺： 亚当贝尔电脑旗舰店&商品毛重：6.8kg&屏幕尺寸：23-25英寸&系列：亚当贝尔-幻影&类型：单主机&系统：Windows 10&机箱大小：10L以下&处理器：intel&支持IPv6：支持IPv6&硬盘容量：480-512GB SSD&内存容量：16GB&显卡型号：NVIDIA Geforce GTX580&优选服务：上门服务，三年质保&特性：RGB灯效，侧透&适用场景：游戏电竞&,http://img11.360buyimg.com/n1/jfs/t1/210201/18/31968/122898/643ca2b7F41d13233/dedfcc46282c85f4.jpg,主机+24英寸电竞显示器整套全套,配置四（E5十核/16G/512G/8G旗舰独显）,亚当贝尔
10066784094740,3747.00,商品名称：品纯（PINCHUN）XXYTS2023PC01&商品编号：10066784094740&店铺： 品纯旗舰店&商品毛重：5.1kg&商品产地：中国大陆&货号：灵耀&屏幕尺寸：27英寸及以上&系列：无&类型：单主机&优选服务：上门服务，三年质保，7*24H咨询&机箱大小：20L-30L&处理器：intel&系统：Windows 10&硬盘容量：1TB SSD&支持IPv6：支持IPv6&显卡型号：RTX 3060&内存容量：32GB&特性：水冷，RGB灯效，无线上网&适用场景：游戏电竞&,http://img10.360buyimg.com/n1/jfs/t1/122182/37/37320/174125/6447ae69F24f69ce1/9ea5d93f4c9b4519.jpg,主机+32英寸显示器全套,套六：十二核+32G内存丨RTX3060光追显卡,品纯（PINCHUN）
100054647839,4399.00,商品名称：戴尔Vostro3020SFF-R15N9N&商品编号：100054647839&商品毛重：6.0kg&商品产地：中国大陆&屏幕尺寸：23-25英寸&系列：戴尔-成就系列&支持IPv6：支持IPv6&系统：Windows 11&机箱大小：10L以下&处理器：intel i5&硬盘容量：512GB SSD+1TB HDD&显卡型号：UHD730&内存容量：16GB&类型：主机+显示器&适用场景：商用&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/220882/36/23228/90723/6461d7bdF41f77c29/e19fec415838cd4f.jpg,23.8英寸显示器,13代i5 16G 512GSSD+1T,戴尔（DELL）
100039568404,3999.00,商品名称：联想天逸510S&商品编号：100039568404&商品毛重：5.45kg&商品产地：中国大陆&屏幕尺寸：23-25英寸&能效等级：一级能效&支持IPv6：支持IPv6&系统：Windows 11&机箱大小：10L以下&处理器：intel i5&内存容量：16GB&硬盘容量：512GB SSD&优选服务：上门服务，7*24H咨询&显卡型号：集成显卡&类型：主机+显示器&系列：联想-天逸510S&适用场景：商用&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/122210/24/23105/270350/62d0df07Efa0c986c/e6281342303e26f9.jpg,23英寸,12代i5 16G 512G SSD,联想（Lenovo）
100041351162,3599.00,商品名称：联想天逸510S&商品编号：100041351162&商品毛重：5.33kg&商品产地：中国大陆&屏幕尺寸：23-25英寸&能效等级：一级能效&支持IPv6：支持IPv6&系统：Windows 11&机箱大小：10L以下&处理器：intel i3&内存容量：16GB&硬盘容量：512GB SSD&优选服务：上门服务，7*24H咨询&显卡型号：集成显卡&类型：主机+显示器&系列：联想-天逸510S&适用场景：商用&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/83517/21/24105/60341/63e5ab8eF09deea57/298083815094e378.jpg,23英寸,新品|13代i3 16G 512G SSD,联想（Lenovo）
100009554947,7199.00,商品名称：AppleMacBook Air&商品编号：100009554947&商品毛重：2.47kg&商品产地：中国大陆&屏幕比例：16:10&系列：Apple-MacBook Air&屏幕色域：DCI-P3&颜色：深空灰色&类型：高端轻薄笔记本&固态硬盘（SSD）：256GB&系统：MacOS&屏幕尺寸：13.0-13.9英寸&厚度：15.1-18.0mm&屏幕刷新率：60Hz&支持IPv6：支持IPv6&处理器：Apple M1&显卡型号：APPLE M1 集成显卡&内存容量：8GB&显卡芯片供应商：Apple&机械硬盘：无机械硬盘&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/179851/36/34561/33912/645ca814F31c9eec6/d2cfebc215364c60.jpg,深空灰色,13.3英寸 M1芯片 8+7核 8G+256G,Apple
100047694264,8999.00,商品名称：惠普16-wf0032TX&商品编号：100047694264&商品毛重：4.3kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：游戏笔记本&优选服务：两年质保，7*24H咨询&厚度：20.0mm以上&显卡类型：高性能游戏独立显卡&显卡芯片供应商：NVIDIA&内存容量：16GB&系列：惠普-暗影精灵&支持IPv6：支持IPv6&机械硬盘：无机械硬盘&特征特质：背光键盘，雷电接口&屏幕刷新率：240Hz&屏幕尺寸：16.0-16.9英寸&系统：Windows 11 带Office&显卡型号：RTX 4060&处理器：intel i9&固态硬盘（SSD）：1TB&颜色：黑色&,http://img14.360buyimg.com/n1/jfs/t1/190308/32/34550/148604/6447aa14F0dfb3e6d/a229aebd3dce599a.jpg,,,惠普（HP）
100011483893,3499.00,商品名称：联想小新Air14&商品编号：100011483893&商品毛重：2.2kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：轻薄笔记本&系统：Windows 11&厚度：15.1-18.0mm&机身材质：金属&显卡芯片供应商：Intel&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&机械硬盘：无机械硬盘&屏幕尺寸：14.0-14.9英寸&处理器：intel i5&屏幕刷新率：60Hz&屏幕比例：16:9&系列：联想-小新&显卡型号：集成显卡&特性：指纹识别，全面屏，长续航&固态硬盘（SSD）：512GB&颜色：银色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/129162/14/32161/114635/64625555F28fd2761/d34a0661763c9582.jpg,【畅销】Air14 便携轻薄 全面屏,高性能i5 16G 银,联想（Lenovo）
100046992874,6999.00,商品名称：联想拯救者Y7000P&商品编号：100046992874&商品毛重：3.93kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：游戏笔记本&系统：Windows 11&厚度：20.0mm以上&显卡类型：高性能游戏独立显卡&显卡芯片供应商：NVIDIA&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&处理器：intel i5&屏幕刷新率：165Hz&机械硬盘：无机械硬盘&系列：联想 - 拯救者&显卡型号：RTX 4050&屏幕尺寸：16.0-16.9英寸&固态硬盘（SSD）：1TB&颜色：灰色&,http://img14.360buyimg.com/n1/jfs/t1/202262/2/34036/99203/646202a6Fad258d9e/bd23cee33fdeea8b.jpg,超能电竞Y7000P,RTX4050/13代i5/2.5K 165Hz屏/1T,联想（Lenovo）
100055147461,9999.00,商品名称：联想拯救者Y9000P&商品编号：100055147461&商品毛重：4.4kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：游戏笔记本&系统：Windows 11 带Office&厚度：20.0mm以上&显卡类型：高性能游戏独立显卡&显卡芯片供应商：NVIDIA&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&处理器：intel i9&屏幕刷新率：240Hz&机械硬盘：无机械硬盘&屏幕尺寸：16.0-16.9英寸&显卡型号：RTX 4060&系列：联想 - 拯救者&固态硬盘（SSD）：1TB&颜色：灰色&,http://img11.360buyimg.com/n1/jfs/t1/139488/11/36087/96275/6460f095F174dc248/0d6c302846d57df7.jpg,专业电竞Y9000P,RTX4060/13代i9/2.5K 240Hz屏/1T,联想（Lenovo）
100018005951,3399.00,商品名称：华为MateBook D&商品编号：100018005951&商品毛重：2.1kg&商品产地：中国大陆&屏幕色域：45%NTSC&类型：轻薄笔记本&优选服务：两年质保&厚度：15.1-18.0mm&特性：指纹识别，全面屏，Wi-Fi 6&内存容量：8GB&系列：华为-Matebook&支持IPv6：支持IPv6&颜色：灰色&屏幕尺寸：14.0-14.9英寸&处理器：intel i5&屏幕刷新率：60Hz&屏幕比例：16:9&显卡芯片供应商：Intel&显卡型号：集成显卡&系统：Windows 11&固态硬盘（SSD）：512GB&机械硬盘：无机械硬盘&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/129168/16/31912/28745/6433e1fbF4aca4b83/95409ec40dd2dbd7.jpg,MateBook D 14 SE,i5 8G 512G 深空灰,华为（HUAWEI）
100042655890,6488.00,商品名称：机械革命极光&商品编号：100042655890&商品毛重：3.88kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：高端游戏笔记本&系统：Windows 11 不带Office&厚度：20.0mm以上&显卡类型：发烧级游戏光线追踪显卡&显卡芯片供应商：NVIDIA&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&颜色：灰色&系列：机械革命-极光旷世系列&机身材质：金属+复合材质&处理器：intel i7&屏幕刷新率：165Hz&待机时长：小于5小时&屏幕尺寸：15.0-15.9英寸&显卡型号：RTX 4060&特征特质：硬盘可扩展，光线追踪技术，Wi-Fi 6&固态硬盘（SSD）：512GB&机械硬盘：无机械硬盘&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/142540/11/31570/152042/6462ed93F7d403c25/013126cb2cfa554e.jpg,RTX4060,i7-12650H/16G/512G,机械革命（MECHREVO）
100009464799,7999.00,商品名称：AppleMacBook Air&商品编号：100009464799&商品毛重：2.47kg&商品产地：中国大陆&屏幕色域：DCI-P3&类型：高端轻薄笔记本&系统：MacOS&厚度：15.1-18.0mm&机身材质：金属&显卡芯片供应商：Apple&内存容量：8GB&系列：Apple-MacBook Air&支持IPv6：支持IPv6&颜色：灰色&处理器：Apple M1&屏幕刷新率：60Hz&屏幕尺寸：13.0-13.9英寸&屏幕比例：16:10&显卡型号：集成显卡&特性：指纹识别，长续航，Wi-Fi 6&固态硬盘（SSD）：256GB&机械硬盘：无机械硬盘&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/175525/27/37831/33284/6460fd13Fdf89f8a5/6e8eb8cc7a4d6630.jpg,深空灰色,13.3英寸 M1芯片 8+7核 8G+256G,Apple
100052883927,5499.00,商品名称：联想小新Pro14&商品编号：100052883927&商品毛重：2.24kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：轻薄笔记本&系统：Windows 11 带Office&厚度：15.1-18.0mm&特性：雷电接口&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&颜色：灰色&屏幕尺寸：14.0-14.9英寸&处理器：intel i5&屏幕刷新率：120Hz&系列：联想-小新&显卡芯片供应商：Intel&显卡型号：集成显卡&屏幕比例：16:10&固态硬盘（SSD）：1TB&机械硬盘：无机械硬盘&,http://img12.360buyimg.com/n1/jfs/t1/174130/10/38096/86255/6460fbf5F70de56be/e7501de847e3a6de.jpg,【性能小钢炮】Pro14 2.8K高刷屏,13代i5 16G 1T 灰,联想（Lenovo）
100052856635,5299.00,商品名称：ThinkPadThinkBook 14+&商品编号：100052856635&商品毛重：2.19kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：轻薄笔记本&系统：Windows 11 带Office&厚度：15.1-18.0mm&特性：背光键盘&内存容量：16GB&系列：ThinkBook 14+&支持IPv6：支持IPv6&颜色：灰色&处理器：intel i5&屏幕刷新率：90Hz&屏幕尺寸：14.0-14.9英寸&显卡芯片供应商：Intel&显卡型号：集成显卡&屏幕比例：16:10&固态硬盘（SSD）：512GB&机械硬盘：无机械硬盘&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/19421/27/15045/63419/6460d3eeF3a835f74/4114f3f2345bc942.jpg,ThinkBook14+ 2023,【新】i5-13500H 16G 2.8K,ThinkPad
100039098622,4999.00,商品名称：联想小新Pro&商品编号：100039098622&商品毛重：2.94kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：轻薄笔记本&系统：Windows 11 带Office&厚度：15.1-18.0mm&显卡芯片供应商：Intel&屏幕比例：16:10&能效等级：一级能效&支持IPv6：支持IPv6&颜色：银色&处理器：intel i5&屏幕刷新率：120Hz&内存容量：16GB&系列：联想-小新&显卡型号：集成显卡&屏幕尺寸：16.0-16.9英寸&固态硬盘（SSD）：512GB&机械硬盘：无机械硬盘&,http://img12.360buyimg.com/n1/jfs/t1/88713/33/32186/89933/64610ec4Ffe49e820/1659e218af14335d.jpg,【性能小钢炮】Pro16 2.5K高刷屏,i5 16G 512G 银,联想（Lenovo）
100055147457,7999.00,商品名称：联想拯救者Y7000P&商品编号：100055147457&商品毛重：3.92kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：游戏笔记本&系统：Windows 11&厚度：20.0mm以上&显卡类型：高性能游戏独立显卡&显卡芯片供应商：NVIDIA&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&处理器：intel i7&屏幕刷新率：165Hz&机械硬盘：无机械硬盘&屏幕尺寸：16.0-16.9英寸&显卡型号：RTX 4060&系列：联想 - 拯救者&固态硬盘（SSD）：1TB&颜色：灰色&,http://img12.360buyimg.com/n1/jfs/t1/108272/18/38825/103495/6460f0d5F397cb4de/23c8e244be29d17b.jpg,超能电竞Y7000P,RTX4060/13代i7/2.5K 165Hz屏/1T,联想（Lenovo）
100016751652,7199.00,商品名称：AppleMacBook Air&商品编号：100016751652&商品毛重：2.47kg&商品产地：中国大陆&屏幕比例：16:10&系列：Apple-MacBook Air&屏幕色域：100%sRGB&机械硬盘：无机械硬盘&支持IPv6：支持IPv6&固态硬盘（SSD）：256GB&系统：MacOS&屏幕尺寸：13.0-13.9英寸&厚度：15.1-18.0mm&屏幕刷新率：60Hz&内存容量：8GB&处理器：Apple M1&显卡型号：APPLE M1 集成显卡&类型：高端轻薄笔记本&显卡芯片供应商：Apple&颜色：银色&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/481/39/21210/33842/645ca831Fc7df9765/38f851922b58eb85.jpg,银色,13.3英寸 M1芯片 8+7核 8G+256G,Apple
100039924870,4799.00,商品名称：联想小新Pro14 &商品编号：100039924870&商品毛重：2.26kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：轻薄笔记本&系统：Windows 11 带Office&厚度：15.0mm及以下&显卡芯片供应商：Intel&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&颜色：银色&处理器：intel i5&屏幕刷新率：120Hz&屏幕比例：16:10&系列：联想-小新&显卡型号：集成显卡&屏幕尺寸：14.0-14.9英寸&固态硬盘（SSD）：512GB&机械硬盘：无机械硬盘&,http://img10.360buyimg.com/n1/jfs/t1/168177/22/37154/78147/6460fdc1F199e2048/bf410442dbbd9799.jpg,【性能小钢炮】Pro14 2.8K高刷屏,i5 16G 512G 银,联想（Lenovo）
100043588742,4299.00,商品名称：联想 小新14&商品编号：100043588742&商品毛重：2.11kg&商品产地：中国大陆&屏幕色域：45%NTSC&类型：轻薄笔记本&系统：Windows 11 带Office&厚度：15.1-18.0mm&显卡芯片供应商：Intel&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&颜色：灰色&处理器：intel i5&屏幕刷新率：60Hz&系列：联想-小新&屏幕比例：16:10&显卡型号：集成显卡&屏幕尺寸：14.0-14.9英寸&固态硬盘（SSD）：512GB&机械硬盘：无机械硬盘&,http://img12.360buyimg.com/n1/jfs/t1/116529/30/32281/75894/6460f7f1Feb00f566/6658c57610342144.jpg,【性价比标杆】小新14 便携轻薄,13代i5 16G 512G 灰,联想（Lenovo）
10055406984028,3748.00,商品名称：启稚 英特尔十二核RTX3060独显大容量1T固态办公游戏家用组装吃鸡台式机电脑主机水冷整机全套 套餐五：十二核+32G/1T/3060 光追特效 主机+32英寸显示器&商品编号：10055406984028&店铺： 启稚电脑整机旗舰店&商品毛重：12.0kg&屏幕尺寸：27英寸及以上&系列：无&支持IPv6：支持IPv6&系统：Windows 10&机箱大小：10-20L&处理器：intel E5&内存容量：32GB&硬盘容量：1TB SSD&优选服务：上门服务，三年质保，7*24H咨询&显卡型号：RTX 3060&类型：主机+显示器&特性：水冷，RGB灯效，侧透&适用场景：游戏电竞&,http://img13.360buyimg.com/n1/jfs/t1/165045/24/33932/204322/6455f043Fc6b5dc48/574d6e4099b0e979.jpg,套餐五：十二核+32G/1T/3060 光追特效,主机+32英寸显示器,启稚
100057677955,3799.00,商品名称：联想 小新14&商品编号：100057677955&商品毛重：2.1kg&商品产地：中国大陆&屏幕色域：45%NTSC&类型：轻薄笔记本&系统：Windows 11 带Office&厚度：15.1-18.0mm&显卡芯片供应商：Intel&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&颜色：灰色&处理器：intel i5&屏幕刷新率：60Hz&系列：联想-小新&屏幕比例：16:10&显卡型号：集成显卡&屏幕尺寸：14.0-14.9英寸&固态硬盘（SSD）：512GB&机械硬盘：无机械硬盘&,http://img10.360buyimg.com/n1/jfs/t1/136921/11/28338/89168/6460f859Fbbb0271a/36b147e7d985b6f0.jpg,【性价比标杆】小新14 便携轻薄,i5 16G 512G 灰,联想（Lenovo）
100039662739,5999.00,商品名称：联想小新Pro&商品编号：100039662739&商品毛重：2.94kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：轻薄笔记本&系统：Windows 11 带Office&厚度：15.1-18.0mm&特性：面部识别&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&颜色：银色&屏幕比例：16:10&处理器：intel i9&屏幕刷新率：120Hz&屏幕尺寸：16.0-16.9英寸&显卡芯片供应商：Intel&显卡型号：集成显卡&系列：联想-小新&固态硬盘（SSD）：512GB&机械硬盘：无机械硬盘&,http://img14.360buyimg.com/n1/jfs/t1/221218/35/27489/91342/6460fe2cFc8ab00fa/b6a17402af4f1abe.jpg,【性能小钢炮】Pro16 2.5K高刷屏,i9 16G 512G 银,联想（Lenovo）
100042659892,6499.00,商品名称：机械革命蛟龙16&商品编号：100042659892&商品毛重：3.96kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：高端游戏笔记本&系统：Windows 11 不带Office&厚度：20.0mm以上&机身材质：复合材质&显卡芯片供应商：NVIDIA&内存容量：16GB&系列：机械革命蛟龙&支持IPv6：支持IPv6&颜色：灰色&显卡类型：发烧级游戏光线追踪显卡&特征特质：硬盘可扩展，大内存（16GB及以上），光线追踪技术&屏幕刷新率：165Hz&待机时长：小于5小时&处理器：AMD R7&显卡型号：RTX 4060&屏幕尺寸：16.0-16.9英寸&固态硬盘（SSD）：512GB&机械硬盘：无机械硬盘&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/198373/34/34686/116909/6462edbbFec470dfb/bf933aa4a21f5bb4.jpg,R7-7735H/16G/165HZ,RTX4060,机械革命（MECHREVO）
100055335683,4899.00,商品名称：惠普惠普战66六代高性能轻薄商务本15.6英寸&商品编号：100055335683&商品毛重：2.54kg&商品产地：中国大陆&货号：7Z8K5PC&屏幕色域：100%sRGB&类型：高性能轻薄笔记本&优选服务：上门服务，一年质保，7*24H咨询&厚度：18.1-20.0mm&机身材质：金属&显卡芯片供应商：Intel&屏幕尺寸：15.0-15.9英寸&能效等级：一级能效&支持IPv6：支持IPv6&颜色：银色&系列：惠普 - 战系列&屏幕比例：16:9&处理器：intel i5&屏幕刷新率：120Hz&特性：背光键盘，面部识别，长续航&内存容量：16GB&显卡型号：INTEL IRIS XE&系统：Windows 11 带Office&固态硬盘（SSD）：1TB&机械硬盘：无机械硬盘&,http://img13.360buyimg.com/n1/jfs/t1/92702/7/27172/56197/6461d7f8F831d2259/dfc9f869c4614551.jpg,15.6英寸 2.5K 120HZ,【六代 新】i5 16G 1T 高色域,惠普（HP）
100056919919,8999.00,商品名称：联想拯救者R9000P&商品编号：100056919919&商品毛重：4.33kg&商品产地：中国大陆&屏幕色域：100%sRGB&类型：游戏笔记本&系统：Windows 11&厚度：20.0mm以上&显卡类型：高性能游戏独立显卡&显卡芯片供应商：NVIDIA&内存容量：16GB&能效等级：一级能效&支持IPv6：支持IPv6&处理器：AMD R7&屏幕刷新率：240Hz&机械硬盘：无机械硬盘&屏幕尺寸：16.0-16.9英寸&显卡型号：RTX 4060&系列：联想 - 拯救者&固态硬盘（SSD）：1TB&颜色：灰色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/65273/5/26890/134633/6460f5a4Fd3e61367/d4332811f2b7228c.jpg,【2023新】专业电竞R9000P,RTX4060/全新R7/2.5K 240Hz屏/1T,联想（Lenovo）
