g_number,g_price,g_details,g_picture,g_color,g_size,g_brand
100049795335,2299.00,商品名称：vivoS16e&商品编号：100049795335&商品毛重：0.537kg&商品产地：中国大陆&CPU型号：Exynos系列&运行内存：12GB&机身颜色：紫色&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&机身色系：紫色系&屏幕材质：OLED直屏&后摄主像素：5000万像素&风格：简约风，科技，时尚&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/167684/32/36688/71800/645cb8f2F3057a824/a19ac803a92a40f1.jpg,风信紫,12GB+256GB,vivo
100049344487,489.00,商品名称：乐视Y1Pro+&商品编号：100049344487&商品毛重：400.00g&商品产地：中国大陆&CPU型号：展讯&运行内存：6GB&机身颜色：星空蓝&三防标准：不支持防水&屏幕分辨率：HD+&充电功率：25W及以下&风格：简约风，苹果风，大气&屏幕材质：LCD&机身内存：64GB及以下&机身色系：混合色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/140212/8/34375/66494/64143ab0Ffac1a418/bddee474e34c3d10.jpg,星空蓝,,乐视
100033268517,6969.00,商品名称：三星三星 Z Flip4&商品编号：100033268517&商品毛重：408.00g&商品产地：越南&CPU型号：骁龙8+ Gen 1&运行内存：8GB&机身颜色：紫色&三防标准：IPX8&屏幕分辨率：FHD+&充电功率：25W及以下&机身内存：256GB&风格：轻奢&屏幕材质：OLED折叠屏&后摄主像素：1200万像素&机身色系：紫色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/143363/14/35909/68282/645e0a4fF21959791/130808ec5406576e.jpg,幽紫秘境,8GB+256GB,三星（SAMSUNG）
10058349591736,5999.00,商品名称：华为（HUAWEI）华为mate50pro&商品编号：10058349591736&商品毛重：0.54kg&CPU型号：骁龙8+ Gen 1&运行内存：8GB&机身颜色：曜金黑&三防标准：生活防水&充电功率：50-79W&支持IPv6：支持IPv6&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&特征特质：屏幕指纹，屏幕高刷新率，无线充电，NFC，红外遥控&屏幕分辨率：FHD+&风格：时尚，商务，国潮风&机身内存：256GB&机身色系：黑色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/156344/30/32629/132182/645b05d6F9f12dcc8/b749afdb16f31304.jpg,曜金黑,256G 官方标配【享90天碎屏险】,华为（HUAWEI）
100029049505,3249.00,商品名称：一加Ace Pro&商品编号：100029049505&商品毛重：0.715kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：16GB&机身颜色：黑森&三防标准：IPX4&充电功率：120-150W&支持IPv6：支持IPv6&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身内存：256GB&屏幕分辨率：FHD+&泰尔电竞评级：电竞手机&风格：时尚，大气，简约风&特征特质：屏幕指纹，屏幕高刷新率，防水防尘，NFC，5G&机身色系：黑色系&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/146774/39/37641/70889/645d9684Ffe524123/8a0601ea8cddc13d.jpg,黑森,16+256GB,一加
100039740906,2999.00,商品名称：荣耀70 Pro&商品编号：100039740906&商品毛重：0.55kg&商品产地：中国大陆&CPU型号：天玑8000&运行内存：12GB&机身颜色：流光水晶&三防标准：不支持防水&充电功率：80-119W&支持IPv6：支持IPv6&屏幕材质：OLED曲面屏&后摄主像素：5400万像素&机身内存：256GB&屏幕分辨率：FHD+&风格：大气，科技，时尚&机身色系：银色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/129047/22/29584/38080/63292f16Eb09b3f21/dde8d7d2cdc3b605.jpg,流光水晶,12GB+256GB,荣耀（HONOR）
10058349285057,5099.00,商品名称：华为（HUAWEI）华为mate50&商品编号：10058349285057&商品毛重：500.00g&CPU型号：骁龙8+ Gen 1&运行内存：8GB&机身颜色：曜金黑&三防标准：IP68&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&风格：大气，商务，科技&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身色系：黑色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/95523/9/27647/113168/645f44c1F0482899b/6fd2745b8957b90b.jpg,曜金黑,【碎屏险套装】256G全网通,华为（HUAWEI）
100041779552,2799.00,商品名称：vivoiQOO Neo7 竞速版&商品编号：100041779552&商品毛重：0.523kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：12GB&机身颜色：几何黑&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：120-150W&风格：大气，时尚&屏幕材质：OLED直屏&机身内存：256GB&机身色系：黑色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/137113/4/27494/36400/6440e41cF45adc847/8681113633489117.jpg,几何黑,12GB+256GB,vivo
100047126821,3999.00,商品名称：OPPOReno9 Pro+&商品编号：100047126821&商品毛重：0.52kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：16GB&机身颜色：碧海青&三防标准：生活防水&充电功率：80-119W&支持IPv6：支持IPv6&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&机身内存：256GB&屏幕分辨率：FHD+&风格：简约风，时尚，科技&特征特质：屏幕指纹，NFC，5G&机身色系：青色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/166221/11/34229/52708/645e0b47Fc60a4d00/18ac562ca65225ba.jpg,碧海青,16GB+256GB,OPPO
100042483091,9499.00,商品名称：三星三星 W23 Flip&商品编号：100042483091&商品毛重：0.74kg&商品产地：越南&CPU型号：骁龙8+ Gen 1&运行内存：12GB&机身颜色：黑色&三防标准：IPX8&屏幕分辨率：FHD+&充电功率：25W及以下&机身内存：512GB&风格：轻奢，商务&屏幕材质：OLED折叠屏&后摄主像素：1200万像素&机身色系：黑色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/113229/7/34640/77152/645e0a3cFdad7e9df/fe6f075a21aaf237.jpg,,,三星（SAMSUNG）
10065218129951,799.00,商品名称：星盖世X13pro&商品编号：10065218129951&商品毛重：300.00g&CPU型号：展讯&运行内存：8GB&机身颜色：深黑色&三防标准：不支持防水&屏幕分辨率：HD+&充电功率：以官网信息为准&机身内存：256GB&风格：时尚，苹果风，炫彩&屏幕材质：LCD&后摄主像素：4800万像素&机身色系：黑色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/90786/35/26268/69016/64215af5F6505416a/8f8800e7c230aebe.jpg,尊贵黑【8+256GB】,,星盖世
100019459625,899.00,商品名称：OPPOA36&商品编号：100019459625&商品毛重：500.00g&商品产地：中国大陆&CPU型号：骁龙600系列&运行内存：6GB&机身颜色：晴川蓝&三防标准：生活防水&屏幕分辨率：HD+&充电功率：25W及以下&机身内存：128GB&机身色系：混合色系&屏幕材质：LCD&后摄主像素：1300万像素&风格：简约风，时尚&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/221602/33/25342/58973/645dd94cFd6879f86/eb2bda9353d3a313.jpg,晴川蓝,,OPPO
100049486777,8999.00,商品名称：小米小米 MIX Fold 2&商品编号：100049486777&商品毛重：0.75kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：12GB&机身颜色：黑色&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&机身色系：黑色系&屏幕材质：OLED折叠屏&后摄主像素：5000万像素&风格：轻奢，商务&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/145373/13/37504/75619/644b67a8F4919bf7d/c5e538dcead88ad2.jpg,玄夜黑,12GB+256GB,小米（MI）
10052938170304,1579.00,商品名称：小米（MI）22041216UC&商品编号：10052938170304&商品毛重：0.62kg&CPU型号：天玑8100&运行内存：8GB&机身颜色：蓝色&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：120-150W&机身内存：128GB&风格：简约风，大气，时尚&屏幕材质：LCD&后摄主像素：6400万像素&机身色系：蓝色系&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/134083/40/36502/73752/6448d531Fe152afe6/49a00553e21a1b2e.jpg,时光蓝,8GB+128GB,小米（MI）
100037199895,5999.00,商品名称：华为HUAWEI Mate 50 Pro&商品编号：100037199895&商品毛重：0.55kg&商品产地：中国大陆&CPU型号：未公布&运行内存：未公布&机身颜色：冰霜银&三防标准：IP68&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&风格：国潮风，户外，炫彩&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&机身色系：银色系&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/123471/5/32853/74034/643fd64fF368e1fab/e3d025962b8e1c51.jpg,冰霜银,256GB,华为（HUAWEI）
100037436722,2499.00,商品名称：OPPOK10 Pro&商品编号：100037436722&商品毛重：0.57kg&商品产地：中国大陆&CPU型号：骁龙888&运行内存：8GB&机身颜色：钛黑&三防标准：生活防水&充电功率：80-119W&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身内存：256GB&屏幕分辨率：FHD+&泰尔电竞评级：否&风格：简约风，时尚，科技&机身色系：黑色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/119155/17/35746/57315/645ded0fFc98992c2/24840ef4e566e4af.jpg,钛黑,8GB+256GB,OPPO
100042368218,5699.00,商品名称：三星Galaxy S23&商品编号：100042368218&商品毛重：280.00g&商品产地：越南&CPU型号：骁龙8 Gen2&运行内存：8GB&机身颜色：绿色&三防标准：IP68&充电功率：25W及以下&支持IPv6：支持IPv6&屏幕材质：Dynamic AMOLED 2X&后摄主像素：5000万像素&机身内存：256GB&屏幕分辨率：FHD+&机身色系：绿色系&风格：商务，户外，轻奢&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/212234/14/29918/52592/64589c81F213adc29/0c14efbfd82046f2.jpg,悠野绿,8GB+256GB,三星（SAMSUNG）
100043016388,3499.00,商品名称：真我GT Neo5 240W&商品编号：100043016388&商品毛重：0.645kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：16GB&机身颜色：圣境白&三防标准：生活防水&充电功率：240W&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身内存：1TB&屏幕分辨率：FHD+&泰尔电竞评级：电竞手机&机身色系：白色系&风格：科技，朋克，大气&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/87579/8/37309/43907/645de1fbF4a68f27a/12b3d915dfcfec0a.jpg,圣境白,16GB+1TB,真我（realme）
100045222274,1799.00,商品名称：华为nova 10 青春版&商品编号：100045222274&商品毛重：475.00g&商品产地：中国大陆&CPU型号：骁龙600系列&运行内存：8GB&机身颜色：冰晶蓝&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&机身色系：纯色&屏幕材质：LCD&后摄主像素：1亿像素&风格：炫彩，时尚&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/113076/25/32876/62656/645265e6F7ee5952e/989ea8247ea78d0c.jpg,冰晶蓝,256GB,华为（HUAWEI）
100035246662,2199.00,商品名称：小米Redmi K50&商品编号：100035246662&商品毛重：0.53kg&商品产地：中国大陆&CPU型号：天玑8100&运行内存：12GB&机身颜色：幻境&三防标准：IP53&屏幕分辨率：WQHD+&充电功率：50-79W&机身内存：256GB&风格：时尚，科技&屏幕材质：OLED直屏&后摄主像素：4800万像素&机身色系：蓝色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/85962/10/25326/248518/62331d06E9dbb1fac/244c9a62d32541b9.jpg,幻镜,12GB+256GB,小米（MI）
10046044451173,929.00,商品名称：vivoiQOO U5x&商品编号：10046044451173&商品毛重：460.00g&CPU型号：骁龙600系列&运行内存：8GB&机身颜色：极昼蓝&三防标准：不支持防水&屏幕分辨率：HD+&充电功率：25W及以下&机身内存：128GB&机身色系：蓝色系&屏幕材质：LCD&后摄主像素：1300万像素&风格：简约风，时尚&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/204772/30/33436/80973/6454c36fF1118cc1c/b3eac2141ec1cee7.jpg,8GB 128GB 极昼蓝,,vivo
10037616578009,3699.00,商品名称：华为（HUAWEI）P50&商品编号：10037616578009&商品毛重：300.00g&CPU型号：骁龙888&运行内存：8GB&机身颜色：曜金黑&三防标准：IP68&充电功率：50-79W&支持IPv6：支持IPv6&屏幕材质：OLED直屏&后摄主像素：5000万像素&特征特质：高倍率变焦，防水防尘，NFC&屏幕分辨率：FHD+&风格：简约风，科技，时尚&机身色系：黑色系&机身内存：256GB&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/80727/16/25875/107210/643f9d1eF0b3047f7/b7fb0911fc6ae3a2.jpg,曜金黑【官方标配】,8G+256G 全网通,华为（HUAWEI）
10021455888921,1099.00,商品名称：华为智选 优畅享20Plus 5G手机 40W急速充电 翡冷翠 8G+128GB 碎屏险+原装40W充电套装&商品编号：10021455888921&商品毛重：1.0kg&CPU型号：天玑700系列&运行内存：8GB&机身颜色：翡冷翠&三防标准：生活防水&屏幕分辨率：HD+&充电功率：26-49W&机身内存：128GB&风格：时尚，简约风，大气&屏幕材质：OLED直屏&后摄主像素：4800万像素&机身色系：绿色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/99550/2/39733/117965/642bf03eF85d5f0c7/c705a6c1c45d28a8.jpg,翡冷翠,8G+128GB 碎屏险+原装40W充电套装,华为（HUAWEI）
100048172465,4399.00,商品名称：vivoiQOO 11&商品编号：100048172465&商品毛重：0.65kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：12GB&机身颜色：赛道版&三防标准：不支持防水&充电功率：120-150W&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身内存：256GB&屏幕分辨率：FHD+&泰尔电竞评级：电竞手机&机身色系：黑色系&风格：科技，时尚，商务&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/150106/3/36615/60507/645dd88dF3ff3c8f6/0e11575b3eae9837.jpg,赛道版,12GB+256GB,vivo
100048554265,7999.00,商品名称：荣耀荣耀手机&商品编号：100048554265&商品毛重：0.9kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：12GB&机身颜色：亮黑色&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&机身色系：黑色系&屏幕材质：OLED折叠屏&后摄主像素：5400万像素&风格：商务&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/121718/6/33311/44918/637dcd81Ea81033b5/fbb09e1b15ad2c0b.jpg,亮黑色,12GB+256GB,荣耀（HONOR）
100041404534,1069.00,商品名称：vivoY53t&商品编号：100041404534&商品毛重：420.00g&商品产地：中国大陆&CPU型号：天玑700系列&运行内存：8GB&机身颜色：黑色&三防标准：不支持防水&屏幕分辨率：HD+&充电功率：25W及以下&机身内存：128GB&机身色系：黑色系&屏幕材质：LCD&后摄主像素：1300万像素&风格：简约风，科技，时尚&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/150510/36/21765/83804/64526f6cF2b1cda27/b534744ea048091c.jpg,黑松露,8GB+128GB,vivo
10065790144476,2299.00,商品名称：OPPOReno9&商品编号：10065790144476&商品毛重：500.00g&CPU型号：骁龙778G&运行内存：8GB&机身颜色：明日金&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&机身色系：黑色系，粉色系，金色系&屏幕材质：OLED曲面屏&后摄主像素：6400万像素&风格：时尚，炫彩，轻奢&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/60420/28/16485/99848/638db2a0E285b4f98/572df6753fc84569.jpg,Reno9明日金(256+8),全网通标配,OPPO
100056945833,3499.00,商品名称：华为nova 11 Pro&商品编号：100056945833&商品毛重：0.55kg&商品产地：中国大陆&CPU型号：骁龙778G&运行内存：8GB&机身颜色：晨曦金&三防标准：不支持防水&充电功率：80-119W&支持IPv6：支持IPv6&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&机身内存：256GB&屏幕分辨率：FHD+&风格：IP，轻奢，科技&机身色系：混合色系&特征特质：屏幕指纹，屏幕高刷新率，NFC&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/144596/17/34352/43463/644ba370Fe0f25bce/d5d7bf7de911c6bd.jpg,晨曦金,256GB,华为（HUAWEI）
100033268499,12699.00,商品名称：三星三星 Z Fold4&商品编号：100033268499&商品毛重：0.55kg&商品产地：越南&CPU型号：骁龙8+ Gen 1&运行内存：12GB&机身颜色：黑色&三防标准：IPX8&屏幕分辨率：QHD+及以上&充电功率：25W及以下&机身内存：256GB&风格：商务&屏幕材质：OLED折叠屏&后摄主像素：5000万像素&机身色系：纯色，黑色系&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/14714/39/19405/79804/645e0a39F57315fff/0b4f3c4e9f7f715a.jpg,铂萃黑,12GB+256GB,三星（SAMSUNG）
100039740906,2999.00,商品名称：荣耀70 Pro&商品编号：100039740906&商品毛重：0.55kg&商品产地：中国大陆&CPU型号：天玑8000&运行内存：12GB&机身颜色：流光水晶&三防标准：不支持防水&充电功率：80-119W&支持IPv6：支持IPv6&屏幕材质：OLED曲面屏&后摄主像素：5400万像素&机身内存：256GB&屏幕分辨率：FHD+&风格：大气，科技，时尚&机身色系：银色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/129047/22/29584/38080/63292f16Eb09b3f21/dde8d7d2cdc3b605.jpg,流光水晶,12GB+256GB,荣耀（HONOR）
100049916295,2199.00,商品名称：华为nova 10 SE&商品编号：100049916295&商品毛重：450.00g&商品产地：中国大陆&CPU型号：骁龙600系列&运行内存：未公布&机身颜色：10号色&三防标准：生活防水&充电功率：50-79W&支持IPv6：支持IPv6&屏幕材质：OLED直屏&后摄主像素：1亿像素&机身内存：256GB&屏幕分辨率：FHD+&机身色系：纯色&特征特质：NFC&风格：商务，科技，大气&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/187610/39/33814/41962/6426c2e7F1eabce4a/52634053dbe9e342.jpg,10号色,256GB,华为（HUAWEI）
100048154797,5499.00,商品名称：vivoX90 Pro&商品编号：100048154797&商品毛重：0.64kg&商品产地：中国大陆&CPU型号：天玑9200&运行内存：12GB&机身颜色：黑色&三防标准：IP68&屏幕分辨率：FHD+&充电功率：120-150W&机身内存：256GB&机身色系：黑色系&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&风格：科技，时尚，大气&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/145956/30/32885/95655/64562698F0254bfdb/ca1c3cfd436ded17.jpg,原黑,12GB+256GB,vivo
100038245469,1049.00,商品名称：OPPOK9x&商品编号：100038245469&商品毛重：500.00g&商品产地：中国大陆&CPU型号：天玑800系列&运行内存：8GB&机身颜色：银紫超梦&三防标准：不支持防水&充电功率：26-49W&支持IPv6：支持IPv6&屏幕材质：LTPS LCD&后摄主像素：6400万像素&特征特质：屏幕高刷新率，5G&屏幕分辨率：FHD+&机身色系：深蓝色系&风格：简约风，时尚&机身内存：128GB&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/160313/34/37565/50277/64474af7F9b29e9fb/c1e63da57a023b24.jpg,银紫超梦,8GB+128GB,OPPO
100046867657,1699.00,商品名称：OPPOA1 Pro&商品编号：100046867657&商品毛重：480.00g&商品产地：中国大陆&CPU型号：骁龙600系列&运行内存：8GB&机身颜色：朝雨蓝&三防标准：IPX4&充电功率：50-79W&屏幕材质：OLED曲面屏&后摄主像素：1亿像素&特征特质：屏幕指纹，屏幕高刷新率，NFC，5G&屏幕分辨率：FHD+&风格：简约风，时尚，炫彩&机身内存：128GB&机身色系：混合色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/99007/21/31482/81066/645df5b2F2e2f60e5/e749a876b5cb9888.jpg,朝雨蓝,8GB+128GB,OPPO
100054651241,8988.00,商品名称：华为P60 Art&商品编号：100054651241&商品毛重：0.81kg&商品产地：中国大陆&CPU型号：骁龙8系列 4G&运行内存：12GB&机身颜色：流沙金&三防标准：IP68&屏幕分辨率：FHD+&充电功率：80-119W&机身内存：512GB&风格：商务，轻奢，大气&屏幕材质：OLED曲面屏&后摄主像素：4800万像素&机身色系：金色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/96426/27/36039/52426/645a1e5eF597d6027/879eaff38edba5c6.jpg,流沙金,512GB,华为（HUAWEI）
100040997770,2299.00,商品名称：vivoS16&商品编号：100040997770&商品毛重：0.52kg&商品产地：中国大陆&CPU型号：骁龙870&运行内存：8GB&机身颜色：绿色&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：128GB&风格：科技，时尚，大气&屏幕材质：OLED曲面屏&后摄主像素：6400万像素&机身色系：混合色系&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/167320/29/24112/65778/645627b5F1c9bc060/8f6844a5a7f55af1.jpg,颜如玉,8GB+128GB,vivo
100042368242,6999.00,商品名称：三星Galaxy S23+&商品编号：100042368242&商品毛重：320.00g&商品产地：越南&CPU型号：骁龙8 Gen2&运行内存：8GB&机身颜色：黑色&三防标准：IP68&充电功率：以官网信息为准&支持IPv6：支持IPv6&屏幕材质：Dynamic AMOLED 2X&后摄主像素：普通(以官网信息为准)&机身内存：256GB&屏幕分辨率：FHD+&机身色系：黑色系&风格：商务，户外，轻奢&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/145929/2/37302/46781/64589c46F16eba21a/2ce871e6a2152bc2.jpg,悠远黑,8GB+256GB,三星（SAMSUNG）
100044988879,3179.00,商品名称：荣耀Magic3 Pro&商品编号：100044988879&商品毛重：1.0kg&商品产地：中国大陆&CPU型号：骁龙888+&运行内存：8GB&机身颜色：亮黑色&三防标准：IP68&屏幕分辨率：FHD+&充电功率：50-79W&风格：国潮风&屏幕材质：OLED曲面屏&机身内存：256GB&机身色系：纯色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/135755/9/30742/45415/6438afeeFacea4b1a/a193b1de0b27e56a.jpg,亮黑色,,荣耀（HONOR）
100029766016,999.00,商品名称：小米Redmi Note 11 4G&商品编号：100029766016&商品毛重：440.00g&商品产地：中国大陆&CPU型号：MTK G系列&运行内存：6GB&机身颜色：时光独白&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：25W及以下&机身内存：128GB&风格：简约风，大气，科技&屏幕材质：LCD&后摄主像素：5000万像素&机身色系：白色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/136735/10/34449/26385/6412bfbfFe7a8a1fa/93930351f9e15f61.jpg,时光独白,6GB+128GB,小米（MI）
100016803977,7999.00,商品名称：OPPOFind N&商品编号：100016803977&商品毛重：1.28kg&商品产地：中国大陆&CPU型号：骁龙888&运行内存：12GB&机身颜色：云端&三防标准：生活防水&充电功率：26-49W&支持IPv6：支持IPv6&屏幕材质：OLED折叠屏&后摄主像素：5000万像素&机身内存：512GB&屏幕分辨率：FHD+&风格：科技，商务&机身色系：白色系&特征特质：折叠屏，屏幕高刷新率，防水防尘，无线充电，5G，NFC&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/203299/11/34649/98513/645f6a0cF04209f31/a93e0db3ae29b43c.jpg,云端,12GB+512GB,OPPO
100030711508,7388.00,商品名称：华为HUAWEI P50 Pocket&商品编号：100030711508&商品毛重：320.00g&商品产地：中国大陆&CPU型号：骁龙888&运行内存：8GB&机身颜色：曜石黑&三防标准：IP53&屏幕分辨率：FHD+&充电功率：26-49W&机身内存：256GB&机身色系：黑色系&屏幕材质：OLED曲面屏&后摄主像素：4000万像素&风格：科技，轻奢，时尚&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/107212/23/38956/63182/645e108cF246863ec/778ab7dc0934a235.jpg,曜石黑,8GB+256GB,华为（HUAWEI）
100042368194,5199.00,商品名称：三星Galaxy S23&商品编号：100042368194&商品毛重：280.00g&商品产地：越南&CPU型号：骁龙8 Gen2&运行内存：8GB&机身颜色：白色&三防标准：IP68&充电功率：以官网信息为准&支持IPv6：支持IPv6&屏幕材质：Dynamic AMOLED 2X&后摄主像素：5000万像素&机身内存：128GB&屏幕分辨率：FHD+&机身色系：白色系&风格：时尚&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/100015/36/28192/46684/64589c74F97e53293/b42a93f78ef66d22.jpg,悠柔白,8GB+128GB,三星（SAMSUNG）
10071364371233,2199.00,商品名称：小米（MI）Note12 Turbo&商品编号：10071364371233&商品毛重：500.00g&CPU型号：骁龙7+ Gen2&运行内存：12GB&机身颜色：白色&三防标准：IP53&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&风格：简约风，大气，科技&屏幕材质：OLED直屏&后摄主像素：6400万像素&机身色系：白色系&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/194265/11/34806/79171/6448d3b7F0291051e/d43b118f80847679.jpg,冰羽白,12GB+256GB,小米（MI）
100030527947,5699.00,商品名称：摩托罗拉moto razr 2022&商品编号：100030527947&商品毛重：0.62kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：8GB&机身颜色：锋雅黑&三防标准：生活防水&充电功率：26-49W&支持IPv6：支持IPv6&屏幕材质：OLED折叠屏&后摄主像素：5000万像素&机身内存：256GB&屏幕分辨率：FHD+&风格：大气，商务，科技&特征特质：折叠屏，屏幕高刷新率，光学防抖拍照，NFC，5G&机身色系：黑色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/99840/13/32783/62706/645caf5dF23b28f42/ba6748df111c3408.jpg,,8GB+256GB,摩托罗拉（Motorola）
100040841827,3999.00,商品名称：华为Mate 50E&商品编号：100040841827&商品毛重：500.00g&商品产地：中国大陆&CPU型号：骁龙778G&运行内存：未公布&机身颜色：曜金黑&三防标准：IP53&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&机身色系：纯色&屏幕材质：OLED直屏&后摄主像素：5000万像素&风格：大气，时尚，简约风&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/6928/21/21152/68535/643fdab1F5a2e2bf3/d1d70c470b9fc04d.jpg,曜金黑,256GB,华为（HUAWEI）
10067238697731,2769.00,商品名称：vivovivo iQOO Neo7竞速版&商品编号：10067238697731&商品毛重：0.51kg&CPU型号：骁龙8+ Gen 1&运行内存：12GB&机身颜色：几何黑&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：120-150W&机身内存：256GB&机身色系：黑色系&屏幕材质：OLED直屏&后摄主像素：5000万像素&风格：简约风，时尚&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/157717/23/32823/49196/645e01f1F2c7d2e27/32aee5aea42fb296.png,12G+256G 几何黑,,vivo
100036301392,1399.00,商品名称：荣耀Play6T Pro&商品编号：100036301392&商品毛重：440.00g&商品产地：中国大陆&CPU型号：天玑800系列&运行内存：8GB&机身颜色：钛空银&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：26-49W&机身内存：256GB&机身色系：银色系&屏幕材质：LCD&后摄主像素：4800万像素&风格：简约风，轻奢，时尚&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/130617/26/30003/44230/6329370fEaeabb089/c991bb175e06ec2e.jpg,钛空银,8G+256GB,荣耀（HONOR）
10070004828911,3199.00,商品名称：真我（realme）GT Neo 5 240W&商品编号：10070004828911&商品毛重：0.645kg&CPU型号：骁龙8+ Gen 1&运行内存：16GB&机身颜色：紫域幻想&三防标准：不支持防水&充电功率：120-150W&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身内存：512GB&屏幕分辨率：FHD+&泰尔电竞评级：电竞手机&风格：大气，商务，科技&机身色系：混合色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/171864/39/32456/58163/645df63bF59b8a4dd/4f5da7e90576fff7.jpg,紫域幻想,150W 16GB+512GB,真我（realme）
